system admin,95005.41193856539,95005.41193856539,95005.41193856539
partner,152682.26855,152682.26855,152682.26855
kiosk,66029.39694281164,66029.39694281164,66029.39694281164
lan,0.0,0.0,0.0
tablet,49185.62746610283,49185.62746610283,49185.62746610283
human resources,83598.9128497,83598.9128497,83598.9128497
dhcp,44155.03665293156,44155.03665293156,44155.03665293156
authentication,25129.442862608674,25129.442862608674,25129.442862608674
mainframe,71374.4820094836,71374.4820094836,71374.4820094836
wlan,104848.04059967265,104848.04059967265,104848.04059967265
mail,102901.21819423336,102901.21819423336,102901.21819423336
desktop,36157.40713072224,36157.40713072224,36157.40713072224
camera,46639.13049004143,46639.13049004143,46639.13049004143
remote access,35067.1892426209,35067.1892426209,35067.1892426209
file,79656.01733546123,79656.01733546123,79656.01733546123
helpdesk,0.0,0.0,0.0
authentication,210180.475445,210180.475445,210180.475445
telephone,119904.40121420461,119904.40121420461,119904.40121420461
broadband,28407.552928313653,28407.552928313653,28407.552928313653
mobile phone,16568.219716793865,16568.219716793865,16568.219716793865
mail,32316.677490943843,32316.677490943843,32316.677490943843
gas terminal,88840.32857918165,88840.32857918165,88840.32857918165
web application,47797.269000903674,47797.269000903674,47797.269000903674
public wan,0.0,0.0,0.0
system admin,53255.771239619935,53255.771239619935,53255.771239619935
router or switch,89021.27805578576,89021.27805578576,89021.27805578576
ped pad,88118.44949111789,88118.44949111789,88118.44949111789
end-user,21128.08671235381,21128.08671235381,21128.08671235381
developer,32261.401704457327,32261.401704457327,32261.401704457327
private wan,43375.35178069125,43375.35178069125,43375.35178069125
code repository,115960.50033054232,115960.50033054232,115960.50033054232
code repository,27198.25150770883,27198.25150770883,27198.25150770883
tablet,51116.0167217,51116.0167217,51116.0167217
broadband,21232.536640595954,21232.536640595954,21232.536640595954
customer,0.0,0.0,0.0
log,17104.397269542173,17104.397269542173,17104.397269542173
atm,30955.54811710159,30955.54811710159,30955.54811710159
firewall,215985.701039,215985.701039,215985.701039
log,0.0,0.0,0.0
documents,171045.3016,171045.3016,171045.3016
private wan,72332.35422290779,72332.35422290779,72332.35422290779
laptop,106767.21979973603,106767.21979973603,106767.21979973603
executive,19167.182708393255,19167.182708393255,19167.182708393255
pos controller,113196.40636509373,113196.40636509373,113196.40636509373
public wan,0.0,0.0,0.0
laptop,31268.367531082655,31268.367531082655,31268.367531082655
cashier,29954.19213,29954.19213,29954.19213
tapes,101661.62966668453,101661.62966668453,101661.62966668453
tablet,0.0,0.0,0.0
code repository,77051.11984102943,77051.11984102943,77051.11984102943
telephone,97035.8046171553,97035.8046171553,97035.8046171553
database,77062.75176578692,77062.75176578692,77062.75176578692
tapes,96770.61262357293,96770.61262357293,96770.61262357293
other,112303.35665227479,112303.35665227479,112303.35665227479
helpdesk,21856.73995224603,21856.73995224603,21856.73995224603
ped pad,52688.984767499416,52688.984767499416,52688.984767499416
mobile phone,115433.92027971207,115433.92027971207,115433.92027971207
call center,20759.64945437007,20759.64945437007,20759.64945437007
