end-user,17022.633680435436,17022.633680435436,17022.633680435436
wlan,41649.97905637087,41649.97905637087,41649.97905637087
pbx,65883.44790946963,65883.44790946963,65883.44790946963
tapes,63562.92128896063,63562.92128896063,63562.92128896063
manager,96680.99899788875,96680.99899788875,96680.99899788875
tapes,42306.67802745624,42306.67802745624,42306.67802745624
maintenance,12506.440926270478,12506.440926270478,12506.440926270478
customer,38659.54696321648,38659.54696321648,38659.54696321648
dns,104315.17698968084,104315.17698968084,104315.17698968084
access reader,88830.86210765135,88830.86210765135,88830.86210765135
firewall,69513.9532931796,69513.9532931796,69513.9532931796
pbx,70554.62759275052,70554.62759275052,70554.62759275052
telephone,54984.69670002981,54984.69670002981,54984.69670002981
end-user,41335.856828323645,41335.856828323645,41335.856828323645
human resources,97541.71783077413,97541.71783077413,97541.71783077413
log,1015.3400061514351,1015.3400061514351,1015.3400061514351
mainframe,18346.5297565,18346.5297565,18346.5297565
flash drive,18359.628509692342,18359.628509692342,18359.628509692342
developer,117240.5486712809,117240.5486712809,117240.5486712809
disk drive,45264.34007067824,45264.34007067824,45264.34007067824
directory,3378.412816834837,3378.412816834837,3378.412816834837
pbx,109848.89956149968,109848.89956149968,109848.89956149968
tablet,110020.96029314736,110020.96029314736,110020.96029314736
web application,106055.53955436907,106055.53955436907,106055.53955436907
executive,2111.624583388076,2111.624583388076,2111.624583388076
helpdesk,111133.90516644875,111133.90516644875,111133.90516644875
documents,86696.27348121195,86696.27348121195,86696.27348121195
code repository,67835.7476008728,67835.7476008728,67835.7476008728
call center,95295.35956165135,95295.35956165135,95295.35956165135
tapes,87331.18951092266,87331.18951092266,87331.18951092266
human resources,3429.162136795152,3429.162136795152,3429.162136795152
gas terminal,93190.29723513834,93190.29723513834,93190.29723513834
cashier,873.44152653138,873.44152653138,873.44152653138
partner,83050.38619350342,83050.38619350342,83050.38619350342
end-user,37350.18448302627,37350.18448302627,37350.18448302627
maintenance,82175.14637205696,82175.14637205696,82175.14637205696
directory,44723.061634281585,44723.061634281585,44723.061634281585
access reader,82136.28501274547,82136.28501274547,82136.28501274547
laptop,0.0,0.0,0.0
kiosk,88203.99593662434,88203.99593662434,88203.99593662434
guard,68712.10533588032,68712.10533588032,68712.10533588032
manager,54811.39249622813,54811.39249622813,54811.39249622813
file,56816.03436256998,56816.03436256998,56816.03436256998
payment card,42458.765931583956,42458.765931583956,42458.765931583956
desktop,110474.06511417375,110474.06511417375,110474.06511417375
mainframe,22980.17174926617,22980.17174926617,22980.17174926617
router or switch,38755.609829913425,38755.609829913425,38755.609829913425
partner,68782.46170282029,68782.46170282029,68782.46170282029
mobile phone,106286.3284381256,106286.3284381256,106286.3284381256
other,25235.188732995284,25235.188732995284,25235.188732995284
directory,42343.32562275998,42343.32562275998,42343.32562275998
private wan,164964.992759,164964.992759,164964.992759
code repository,17160.76475169601,17160.76475169601,17160.76475169601
disk drive,0.0,0.0,0.0
smart card,81422.46965444798,81422.46965444798,81422.46965444798
flash drive,17730.578105203393,17730.578105203393,17730.578105203393
gas terminal,45257.95657089933,45257.95657089933,45257.95657089933
camera,62632.81468927759,62632.81468927759,62632.81468927759
web application,34655.04395369411,34655.04395369411,34655.04395369411
backup,81827.56247454135,81827.56247454135,81827.56247454135
disk drive,14138.732310724929,14138.732310724929,14138.732310724929
lan,86896.85630984964,86896.85630984964,86896.85630984964
human resources,84567.8610469042,84567.8610469042,84567.8610469042
call center,13758.723601267548,13758.723601267548,13758.723601267548
system admin,34871.786214869615,34871.786214869615,34871.786214869615
gas terminal,112413.2169786945,112413.2169786945,112413.2169786945
partner,41272.95195527322,41272.95195527322,41272.95195527322
public wan,1035.3079468720816,1035.3079468720816,1035.3079468720816
dhcp,58802.73734091585,58802.73734091585,58802.73734091585
atm,22272.87228904647,22272.87228904647,22272.87228904647
authentication,29339.638760391965,29339.638760391965,29339.638760391965
documents,87454.11156845707,87454.11156845707,87454.11156845707
kiosk,118458.98134047528,118458.98134047528,118458.98134047528
remote access,43769.05366281284,43769.05366281284,43769.05366281284
pbx,84604.7506145198,84604.7506145198,84604.7506145198
desktop,92523.9250990017,92523.9250990017,92523.9250990017
ics,113417.189405395,113417.189405395,113417.189405395
mainframe,121812.847045,121812.847045,121812.847045
guard,47344.51040974873,47344.51040974873,47344.51040974873
atm,95380.4586503556,95380.4586503556,95380.4586503556
remote access,48526.2510471033,48526.2510471033,48526.2510471033
cashier,0.0,0.0,0.0
code repository,12594.134232128517,12594.134232128517,12594.134232128517
pbx,24920.72622679879,24920.72622679879,24920.72622679879
tapes,90982.4648508773,90982.4648508773,90982.4648508773
maintenance,21379.746550888467,21379.746550888467,21379.746550888467
backup,215318.125332,215318.125332,215318.125332
helpdesk,17964.33691648934,17964.33691648934,17964.33691648934
end-user,59680.534189698614,59680.534189698614,59680.534189698614
other,74175.90342359041,74175.90342359041,74175.90342359041
kiosk,38342.057072270494,38342.057072270494,38342.057072270494
end-user,49221.90619008603,49221.90619008603,49221.90619008603
tapes,68428.18915897538,68428.18915897538,68428.18915897538
system admin,80845.53949483884,80845.53949483884,80845.53949483884
other,79086.24817451097,79086.24817451097,79086.24817451097
web application,7305.175176452399,7305.175176452399,7305.175176452399
wlan,112350.60697082512,112350.60697082512,112350.60697082512
backup,94978.34892730454,94978.34892730454,94978.34892730454
guard,77108.95571748636,77108.95571748636,77108.95571748636
finance,24615.93322048514,24615.93322048514,24615.93322048514
human resources,41650.521363435204,41650.521363435204,41650.521363435204
