remote access,124949.625575,117303.126916,70792.7723947
mainframe,372154.54207,117411.043987,-38629.684245
broadband,0.0,0.0,0.0
call center,111853.720735,78638.1730565,-16627.0748323
pbx,221128.314782,9927.54458651,101178.820009
smart card,82862.3821527,102757.384611,49504.3616831
guard,151421.812522,106200.846401,27428.6245074
system admin,126576.677286,267635.726678,102017.872745
web application,122372.362259,127824.369336,43527.6733086
laptop,15871.7098508,213799.951955,172908.510807
finance,115598.532138,119918.229403,104037.655741
executive,167314.323351,387859.47492,137182.093822
peripheral,122014.481025,127970.144855,112753.954226
media,0.0,0.0,0.0
helpdesk,130705.871543,191639.597753,112002.278641
disk media,358225.931596,409151.361372,171407.02506
pos terminal,128712.761585,109965.958561,257972.610339
firewall,-16998.0707132,133632.762617,108112.591328
mainframe,243107.092672,138983.412377,55460.9654854
private wan,118042.04689,111117.474547,149568.776268
system admin,277536.263105,99168.3355827,129971.725161
telephone,0.0,0.0,0.0
payment card,233999.13361,638235.27085,323799.354614
maintenance,173314.19028,69489.3971428,165844.66435
call center,155506.861328,157883.742323,-56419.8798707
atm,0.0,0.0,0.0
tapes,153939.335369,252724.354838,160943.779025
log,142959.071374,63310.0097458,216947.39985
flash drive,74992.7841952,107551.76196,176424.724976
broadband,133658.81424,123624.276009,223586.223705
customer,131753.139598,233273.949564,152747.514571
call center,128511.350972,90058.018609,160756.345841
public wan,157458.052575,143661.256867,170891.299528
developer,0.0,0.0,0.0
backup,169052.900545,125657.512222,156154.142581
peripheral,229774.528198,537514.983206,290797.079428
call center,256522.93216,104075.409579,63280.4008879
ped pad,89481.918885,105021.750925,210645.953686
pbx,124490.543845,181009.844923,134711.700725
former employee,0.0,0.0,0.0
payment switch,118040.17134,115616.027939,181727.000783
gas terminal,28808.9357727,125324.513647,89174.3514333
dhcp,82627.8824097,178377.019881,207641.356724
web application,179369.654636,128973.747435,113403.225769
pos controller,135036.470254,248010.37332,165359.389406
human resources,463131.64557,436764.052832,126147.862791
partner,0.0,0.0,0.0
guard,132682.979012,141974.062955,37059.275071
wlan,253890.739461,131353.701134,192044.354454
tablet,58016.7589096,-25522.7962344,13518.3772745
router or switch,0.0,0.0,0.0
partner,155695.875286,165465.116883,170311.631241
smart card,82193.0213503,131820.951818,76007.751221
pbx,-69448.4134614,161794.251161,173750.387353
mail,66507.3275332,72420.9174784,106280.524204
firewall,301087.710142,265839.462522,208452.14357
gas terminal,0.0,0.0,0.0
mobile phone,154517.572669,156728.841807,57683.1972356
log,21170.6223749,88853.9033691,172112.73183
peripheral,156564.336278,51345.2681978,33235.9330472
pbx,274181.57917,31033.2682156,212222.214414
code repository,84111.2637861,108715.343227,44452.9047253
database,179567.805174,89273.9853979,121149.898008
pbx,214586.640822,109238.626424,45576.2641956
kiosk,215705.162998,67654.5092174,119501.023602
former employee,0.0,0.0,0.0
camera,245573.040505,30189.9535521,152652.612081
camera,90237.683946,94353.5874192,205636.349486
manager,91967.0970699,68282.8678734,114417.656506
manager,469616.09537,334234.188358,59865.991375
san,150412.259282,122253.641165,103001.28537
telephone,0.0,0.0,0.0
end-user,285851.209144,64232.3957752,72572.6273292
laptop,0.0,0.0,0.0
lan,111593.804682,128674.074742,119682.468025
tapes,28198.8759159,90453.5220239,36554.431299
