remote access,187424.438362,175954.690374,106189.158592
mainframe,186077.271035,58705.5219936,-19314.8421225
broadband,188316.53384,96058.197392,39621.3945763
call center,111853.720735,78638.1730565,-16627.0748323
pbx,110564.157391,4963.77229325,50589.4100045
smart card,82862.3821527,102757.384611,49504.3616831
guard,227132.718783,159301.269602,41142.9367611
system admin,126576.677286,267635.726678,102017.872745
web application,61186.1811295,63912.184668,21763.8366543
laptop,15871.7098508,213799.951955,172908.510807
finance,173397.798207,179877.344105,156056.483612
executive,83657.1616756,193929.73746,68591.0469109
peripheral,122014.481025,127970.144855,112753.954226
media,137981.67342,73770.2456701,128101.760163
helpdesk,130705.871543,191639.597753,112002.278641
disk media,89556.482899,102287.840343,42851.756265
pos terminal,128712.761585,109965.958561,257972.610339
firewall,-25497.1060698,200449.143925,162168.886992
mainframe,243107.092672,138983.412377,55460.9654854
private wan,118042.04689,111117.474547,149568.776268
system admin,277536.263105,99168.3355827,129971.725161
telephone,73748.3141815,106593.196411,157127.076688
payment card,116999.566805,319117.635425,161899.677307
maintenance,86657.09514,34744.6985714,82922.332175
call center,155506.861328,157883.742323,-56419.8798707
atm,178161.795337,36323.7401083,170730.194607
tapes,153939.335369,252724.354838,160943.779025
log,142959.071374,63310.0097458,216947.39985
flash drive,112489.176293,161327.64294,264637.087464
broadband,133658.81424,123624.276009,223586.223705
customer,65876.569799,116636.974782,76373.7572857
call center,128511.350972,90058.018609,160756.345841
public wan,157458.052575,143661.256867,170891.299528
developer,144358.138906,55905.6104446,142602.961483
backup,84526.4502725,62828.756111,78077.0712905
peripheral,114887.264099,268757.491603,145398.539714
call center,256522.93216,104075.409579,63280.4008879
ped pad,89481.918885,105021.750925,210645.953686
pbx,124490.543845,181009.844923,134711.700725
former employee,153363.99486,227257.586191,39685.0331747
payment switch,118040.17134,115616.027939,181727.000783
gas terminal,28808.9357727,125324.513647,89174.3514333
dhcp,82627.8824097,178377.019881,207641.356724
web application,179369.654636,128973.747435,113403.225769
pos controller,135036.470254,248010.37332,165359.389406
human resources,231565.822785,218382.026416,63073.9313957
partner,77262.0065404,146766.23839,148509.758774
guard,199024.468518,212961.094433,55588.9126065
wlan,126945.36973,65676.850567,96022.177227
tablet,29008.3794548,-12761.3981172,6759.18863724
router or switch,238725.667318,203768.248619,208933.097143
partner,233543.812929,248197.675325,255467.446861
smart card,41096.5106751,65910.475909,38003.8756105
pbx,-69448.4134614,161794.251161,173750.387353
mail,99760.9912998,108631.376218,159420.786306
firewall,75271.9275355,66459.8656305,52113.0358925
gas terminal,236125.741686,195395.809826,386276.100018
mobile phone,77258.7863345,78364.4209035,28841.5986178
log,21170.6223749,88853.9033691,172112.73183
peripheral,234846.504417,77017.9022967,49853.8995708
pbx,274181.57917,31033.2682156,212222.214414
code repository,84111.2637861,108715.343227,44452.9047253
database,89783.902587,44636.992699,60574.949004
pbx,107293.320411,54619.3132122,22788.1320978
kiosk,215705.162998,67654.5092174,119501.023602
former employee,381347.868749,281806.50041,250856.298177
camera,122786.520253,15094.976776,76326.3060405
camera,90237.683946,94353.5874192,205636.349486
manager,91967.0970699,68282.8678734,114417.656506
manager,234808.047685,167117.094179,29932.9956875
san,150412.259282,122253.641165,103001.28537
telephone,123811.857403,262691.533096,297575.316582
end-user,142925.604572,32116.1978876,36286.3136646
laptop,124203.632765,126253.589322,93163.4816138
lan,111593.804682,128674.074742,119682.468025
